empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra_ebikes,extra_has_ebikes,extra_last_updated,extra_payment,extra_payment-terminal,extra_rental_uris_android,extra_rental_uris_ios,extra_renting,extra_returning,extra_slots,extra_uid,extra_address
7,12,43944ce65c342e60c0ccf1c9f5ec51f6,37.79857210846256,-122.40086898207666,Broadway at Battery St,2023-08-22T02:33:57.535000Z,8,True,1692671544,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,75f6691a-df0a-4d7a-8b35-e5ffe33add4f,
5,18,60031404d0e98d8de9b6531836dc0888,37.34113203547954,-121.89284384250641,2nd St at Julian St,2023-08-22T02:33:57.432000Z,0,True,1692671493,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,ccf416f8-ccc0-4f82-a659-e5d7851d2bcb,
4,26,a7d703c1d843d22ee42adb5e6db291da,37.755367132158526,-122.38879501819609,23rd St at Tennessee St,2023-08-22T02:33:57.194000Z,23,True,1692671516,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,194a64ab-b6b4-4724-bd21-01b4e9cbe629,
8,12,5ea5e58b4dc5550721049acb54220651,37.72694296622841,-122.40659952163695,Goettingen St at Bacon St,2023-08-22T02:33:57.192000Z,10,True,1692671555,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,21,c0bc3212-1e26-438b-9ebd-ea1d1c8e92ef,
11,8,c2e3051962238764d5e968e6f4544485,37.86906047545393,-122.29339957237242,10th St at University Ave,2023-08-22T02:33:57.289000Z,0,True,1692671549,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,72266876-876c-41a9-a1d7-c4b4306b42c3,
21,10,33424dfd71dd02911d83b5b683e55791,37.771431362921085,-122.40578681230545,8th St at Brannan St,2023-08-22T02:33:57.472000Z,0,True,1692671529,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,49cb42b6-8a2e-4e19-a4b5-0f70c5b45d39,
2,17,3367402e41d84a3c70c5056e5312bb24,37.729278651730276,-122.39289611577988,Williams Ave at 3rd St,2023-08-22T02:33:57.199000Z,15,True,1692671523,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,c4c4484d-0e18-44d4-a992-c5d0550ba94d,
14,5,c8131aed6f3df2f78149eb338df66e66,37.8178269,-122.2756976,San Pablo Ave at 27th St,2023-08-22T02:33:57.281000Z,0,True,1692671560,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,8a7e7744-c516-46b9-b079-2a6d3afc2383,
18,4,8ecedfe82a3e35413e8a45da10ace67b,37.8277573,-122.2567156,Broadway at 40th St,2023-08-22T02:33:57.480000Z,0,True,1692671567,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,76d741e6-6b22-4d6a-a16f-8dbd7ab51c6f,
19,8,891294b26b673dc172e2dc00d96ccf2e,37.3509643,-121.9020161,Mission St at 1st St,2023-08-22T02:33:57.337000Z,1,True,1692671505,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,0d730ac1-7ce6-45cf-aca6-b412ea46709d,
14,3,7c2a6fcca214cf03806ad50164de0f0e,37.3383952,-121.8807965,9th St at San Fernando St,2023-08-22T02:33:57.353000Z,0,True,1692671542,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,7dfd8e07-81a8-4734-bc70-5e47aadbfa5a,
18,4,a4d58de82f6475801e4bf6cf97ecd387,37.3371223728942,-121.88321471214294,San Fernando St at 7th St,2023-08-22T02:33:57.157000Z,2,True,1692671523,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,ed707a89-a68d-4921-a4cb-16c268e45a5b,
17,9,086b31d113c141a26d19612139ad8956,37.78352083526095,-122.43115782737732,Webster St at O'Farrell St,2023-08-22T02:33:57.552000Z,6,True,1692671492,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,3c2ae472-6b36-42ce-be4d-f99208a7e8b0,
6,11,fcbb52bd7f4fcf0f57a7cc47078c7ff4,37.78487208436062,-122.40087568759917,Yerba Buena Center for the Arts (Howard St at 3rd St),2023-08-22T02:33:57.457000Z,8,True,1692671469,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,8b4f5169-6d0c-4d43-aa31-d243c5aec7ec,
5,14,03ec647221434cdad0abf4907706e949,37.32673,-121.8892731,Almaden Blvd at Balbach St,2023-08-22T02:33:57.147000Z,0,True,1692671471,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,8fccc336-6544-4c73-a096-282131267f78,
1,13,55287fdab6af4d37f97e17770b823bbe,37.869966707604036,-122.28653311729431,West St at University Ave,2023-08-22T02:33:57.150000Z,0,True,1692671467,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,0b81b2ae-d9bf-4b66-b5e0-687205d4bc12,
19,0,54346a82070e38f3cb2246ef4bc0062f,37.8618037,-122.2535687,Derby St at College Ave,2023-08-22T02:33:57.119000Z,0,True,1692671553,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,a4ea165b-5dcf-4b41-ac2d-68718f98b147,
18,5,0eddf1befddc9f3a1264cc05bf1a5e6a,37.8624644,-122.2647911,Parker St at Fulton St,2023-08-22T02:33:57.184000Z,0,True,1692671551,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,70cd5518-091f-4331-a80e-53df97db1a81,
0,15,e69e4dce53bdbe1ffe17185ee72fdcae,37.8588682,-122.2912095,Ninth St at Parker St,2023-08-22T02:33:57.173000Z,0,True,1692671547,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,3845994c-9953-44ce-b75b-43d4cb5216e8,
15,4,e526d675e9f591823eb822bebb0630b0,37.8623199,-122.258801,Telegraph Ave at Carleton St,2023-08-22T02:33:57.123000Z,0,True,1692671515,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,f1987d85-0da3-4a03-b947-8c6c72947f32,
17,3,780cbaed92260f59e763de62b4cebe1f,37.776619,-122.417385,Market St at 10th St,2023-08-22T02:33:57.215000Z,2,True,1692671552,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,29,a9c46d92-b21e-489a-b922-3deb4ec1ab35,
20,7,23c911eba61c38bd79e4df21cf9a8bc6,37.7770527,-122.4295585,Webster St at Grove St,2023-08-22T02:33:57.220000Z,2,True,1692671565,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,fde4cecd-7497-4bdb-a452-0e1a755e7759,
0,17,4e8692f7a9eae9f0575945f02a87ccce,37.77754677017323,-122.43327409029006,Alamo Square (Steiner St at Fulton St),2023-08-22T02:33:57.129000Z,13,True,1692671503,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,2b140c2a-c038-4983-9290-d801db8a13f5,
12,13,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Parker Ave at McAllister St,2023-08-22T02:33:57.204000Z,4,True,1692671528,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,f2c2ba49-25e1-4493-8565-5df5af66e153,
28,9,76f3d32a941219346e34c87820139711,37.780526,-122.390288,2nd St at Townsend St,2023-08-22T02:33:57.091000Z,2,True,1692671520,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,39,ba25987f-399d-49ce-9354-52785e48ea13,
4,17,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,Grove St at Divisadero,2023-08-22T02:33:57.064000Z,12,True,1692671513,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,d533df76-e03c-4ef3-b928-968aaed45823,
7,14,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,McAllister St at Baker St,2023-08-22T02:33:57.320000Z,8,True,1692671563,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,73fccaab-205c-4b1e-a547-5fb0f2a58056,
8,11,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,Rhode Island St at 17th St,2023-08-22T02:33:57.211000Z,9,True,1692671455,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,b3c834af-571f-4fee-808b-ae2a7c018b5c,
0,14,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,18th St at Noe St,2023-08-22T02:33:57.166000Z,11,True,1692671539,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,14,cd7359fc-6798-48ed-af32-9d5f6cff9ffa,
11,6,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843231,23rd St at Taylor St,2023-08-22T02:33:57.083000Z,1,True,1692671544,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,7d59176c-49dd-4b07-a5ab-bcc109974db3,
6,25,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,South San Jose State (7th St at Humboldt St),2023-08-22T02:33:57.396000Z,3,True,1692671537,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,94c877d2-f064-4373-b372-3f8997a07f30,
0,23,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Stockton Ave at Lenzen Ave,2023-08-22T02:33:57.351000Z,5,True,1692671512,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,d75591d7-080d-46cb-8ada-0fbe6af676fc,
3,15,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,Bird Ave at Willow St,2023-08-22T02:33:57.341000Z,1,True,1692671527,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,4e704be5-b76d-44a5-8d05-a9ba3e5ae20e,
1,17,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,Greenwich St at Webster St,2023-08-22T02:33:57.301000Z,12,True,1692671550,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,664a552b-479c-40c3-b702-6b0b63751ce3,
27,0,a39949a03aa488410e33371365084987,37.32096853145443,-121.90829604864119,Auzerais Ave at Lincoln Ave,2023-08-22T02:33:57.105000Z,0,True,1692671503,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,14750571-71a2-4c2f-8a6a-8f344866eebe,
9,9,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192107,San Carlos St at Meridian Ave,2023-08-22T02:33:57.344000Z,0,True,1692671542,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,68c89d1f-407a-4550-a2b7-ecf0ad7ee422,
3,12,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,San Pedro Square,2023-08-22T02:33:57.095000Z,2,True,1692671457,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,fa83f661-540e-4720-9323-824c6529b796,
21,2,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,San Jose City Hall,2023-08-22T02:33:57.513000Z,0,True,1692671529,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,5c17e1c8-5d21-4309-afcb-e69da27acf31,
3,16,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Palm St at Willow St,2023-08-22T02:33:57.317000Z,1,True,1692671558,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,0cf3890c-4fde-49f7-9daa-7f2842695119,
6,9,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,Willow St at Vine St,2023-08-22T02:33:57.490000Z,0,True,1692671528,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,adda58ee-59a9-4586-8210-da874168a93b,
0,18,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,San Pedro St at Hedding St,2023-08-22T02:33:57.367000Z,0,True,1692671487,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,393ec80c-da84-4d7a-9452-e77f8de7caf2,
2,23,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Jackson St at 5th St,2023-08-22T02:33:57.492000Z,1,True,1692671554,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,d6422284-e433-48c5-bf00-751c299189c8,
22,1,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Ryland Park,2023-08-22T02:33:57.424000Z,0,True,1692671547,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,13d36dad-f238-426c-9525-ec73552fa0b0,
4,11,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Saint James Park,2023-08-22T02:33:57.532000Z,1,True,1692671556,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,bae9be55-04d4-4641-9781-3d1c4b6950f1,
22,0,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,SAP Center,2023-08-22T02:33:57.502000Z,0,True,1692671536,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,daac8a55-dd65-4a1e-b0b9-65ec5002c812,
17,2,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Foothill Blvd at Harrington Ave,2023-08-22T02:33:57.116000Z,0,True,1692671522,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,9ac7060b-f5d5-4ae4-be01-2571b1419d3f,
2,13,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Foothill Blvd at Fruitvale Ave,2023-08-22T02:33:57.111000Z,0,True,1692671563,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,ea88423e-8147-4d3e-a51f-22430d3d728c,
5,9,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,23rd Ave at Foothill Blvd,2023-08-22T02:33:57.093000Z,0,True,1692671566,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,6b89ea9f-180b-4954-8eab-6cfeb2b66027,
13,1,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,San Pablo Ave at MLK Jr Way,2023-08-22T02:33:57.379000Z,0,True,1692671454,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,924ea8a9-841d-43b5-99a9-bff7ca8d4b64,
1,17,7c15582391754cff6e2573d81f228933,37.355029582252904,-121.90443634986876,1st St at Younger Ave,2023-08-22T02:33:57.413000Z,1,True,1692671438,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,3794a34d-764a-4af1-80db-1b0e0ce13fed,
1,14,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894927,Indiana St at Cesar Chavez St,2023-08-22T02:33:57.497000Z,11,True,1692671545,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,6e52cb4a-6cd5-4d29-ad74-68e3b6aa854f,
5,10,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Adeline St at 40th St,2023-08-22T02:33:57.477000Z,0,True,1692671555,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,789f4684-fb14-456b-ad02-87ee28d80ff1,
4,15,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,59th St at Horton St,2023-08-22T02:33:57.453000Z,0,True,1692671560,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,5ea1329c-9fe6-4c24-9de7-34967a9fa428,
11,7,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840515,Emeryville Public Market,2023-08-22T02:33:57.193000Z,0,True,1692671508,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,998afb43-2436-4f11-9ed1-380c9abc3e55,
5,10,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Doyle St at 59th St,2023-08-22T02:33:57.329000Z,0,True,1692671512,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,4fea6876-e80d-4a29-9966-820ac15cd3b4,
15,4,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,65th St at Hollis St,2023-08-22T02:33:57.381000Z,0,True,1692671489,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,83f44c93-d153-49b3-a8af-a6b4a7ea85db,
8,7,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Stanford Ave at Hollis St,2023-08-22T02:33:57.491000Z,0,True,1692671457,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,9da2121d-d8a8-464d-a396-cd41c9487bc4,
11,20,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564209,Townsend St at 5th St,2023-08-22T02:33:57.554000Z,9,True,1692671525,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,35,38a24ab3-8b5e-4d6d-804b-d4e89d19601e,
11,16,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,S Park St at 3rd St,2023-08-22T02:33:57.466000Z,2,True,1692671481,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,29,a6bfff23-97d9-4a9d-b999-dd85168d8812,
9,5,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Fell St at Stanyan St,2023-08-22T02:33:57.070000Z,4,True,1692671558,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,180e4d99-3717-4b99-8200-671af652921f,
5,9,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Mint St at Mission St,2023-08-22T02:33:57.217000Z,4,True,1692671478,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,8d2b8bc1-39ed-43c4-83ca-6da147d76bea,
0,30,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600769,7th St at Empire St,2023-08-22T02:33:57.504000Z,1,True,1692671454,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,bd05ae96-7adc-422d-84ea-697cd3b73afc,
8,10,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Brannan St at 4th St,2023-08-22T02:33:57.168000Z,6,True,1692671556,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,e1242828-b89b-4d56-a78e-6a34fd7d3c00,
5,14,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Pier 1/2 at The Embarcadero,2023-08-22T02:33:57.125000Z,12,True,1692671476,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,21,4fc98cbd-9c9b-401b-95a6-927e30bdbd46,
20,3,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542603,45th St at Manila,2023-08-22T02:33:57.562000Z,0,True,1692671567,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,42019e90-fa74-4a77-9051-5dfed81a32de,
2,21,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,37th St at West St,2023-08-22T02:33:57.558000Z,0,True,1692671482,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,73295cf1-c5e1-41dd-8cd7-eab6512e8a34,
12,7,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,27th St at MLK Jr Way,2023-08-22T02:33:57.256000Z,0,True,1692671560,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,10334650-998e-4022-a883-2c3110edeb40,
8,11,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820555,Jennings St at Revere Ave,2023-08-22T02:33:57.106000Z,6,True,1692671564,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,9d4c484b-5e48-4115-8f87-e3f19b08c9d4,
10,14,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Heron's Head Park,2023-08-22T02:33:57.102000Z,11,True,1692671538,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,24,c0d7ba8d-145a-40fc-aa06-f4c06fc49edb,
18,7,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805725,The Embarcadero at Pier 38,2023-08-22T02:33:57.174000Z,0,True,1692671552,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,26,8517bd49-73e1-4b27-8686-d9f38a1f1ec3,
8,9,967a7d65b042ed46b27f0f43ffa5af28,37.78146761537824,-122.45880603790283,Arguello Blvd at Geary Blvd,2023-08-22T02:33:57.061000Z,1,True,1692671491,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,b513d838-5423-490c-bf7d-9f20771cf529,
22,0,cf78144e1fe0f49224de5d9886357775,37.3426625921454,-121.87729239463806,N 14th St at E Santa Clara St,2023-08-22T02:33:57.208000Z,0,True,1692671536,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,b6d76c7a-2082-430b-8403-da5db00becaf,
9,10,3a4f1c6eed8bd54668f9300dc876656b,37.73629587217104,-122.38996982574461,McKinnon Ave at 3rd St,2023-08-22T02:33:57.489000Z,7,True,1692671553,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,21,ba3699d9-448e-4246-aa88-b7543383af4e,
3,15,251e5569c29684642d8e0c8462446b87,37.77948760924334,-122.46314182877539,5th Ave at Anza St,2023-08-22T02:33:57.358000Z,2,True,1692671521,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,9b4f6ef0-4568-4f52-8226-ec8432b75802,
10,8,a33259544fdf29498c75150d70c4cbae,37.73309280990925,-122.39097297191618,Quesada Ave at 3rd St,2023-08-22T02:33:57.269000Z,1,True,1692671468,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,18,a6c2bd25-bdaf-4548-baeb-e203cfa52b3e,
18,7,ca5e6d6274db743fd9930b284eb903a9,37.7737172,-122.4116467,Folsom St at 9th St,2023-08-22T02:33:57.239000Z,1,True,1692671520,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,26,16fbff76-56d1-4e2b-b735-ec21b8cd3181,
10,10,5cf229224ed4bd986fae2273573dbc6b,37.77787007022392,-122.42295295000075,Grove St at Gough St,2023-08-22T02:33:57.144000Z,1,True,1692671481,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,25,578f166a-d83f-4730-b12d-f1384b7b8c44,
12,9,459b3320afadd43ccb25acb82163c335,37.777609310293336,-122.45462179183959,Turk Blvd at Stanyan St,2023-08-22T02:33:57.285000Z,1,True,1692671500,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,21,394b8db0-00f7-47b8-b85c-a36fd0de8340,
3,20,b7d2d18241329be106efbcb2dd3fa13c,37.3655356585599,-121.86796635389327,Newbury Park Dr at King Rd,2023-08-22T02:33:57.526000Z,1,True,1692671489,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,6994e1e6-bb3c-4309-8207-52e6004a7302,
9,14,e7f4f5e18462680f3ab507c2dbd889a7,37.324125951150876,-121.89971968531609,Columbia Ave at Bird Ave,2023-08-22T02:33:57.092000Z,3,True,1692671523,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,eb283c26-5d6b-4da4-a2ac-f0bfe3329856,
